GeneSymbol	Diseases
IL4	"Prostatic hypertrophy, Benign":"Purpura, Thrombocytopenic, Idiopathic":Abortion:Asthma:Atherosclerosis:Autoimmune disease:Behcet syndrome:Bone metastases:Breast cancer:Brucellosis:Colon cancer:Dermatitis:Diabetes mellitus:Embryoma:Endometriosis:Enteritis:Epilepsy:Gouts:Helminthiasis:Hodgkin's disease:Hyperglycemia:Hypothyroidism:IGA glomerulonephritis:Infection:Kidney failure:Leukemia:Liver cancer:Lung cancer:Lupus erythematosus:Lymphoma:Malignant glioma:Mucocutaneous lymph node syndrome:Oral cancer:Ovarian cancer:Pancreas cancer:Periodontitis:Pre-Eclampsia:Prostate cancer:Rheumatoid arthritis:Schizophrenia:Sinusitis:Solid tumor:Squamous cell cancer:Stroke:Systemic scleroderma:Temporal arteritis:Thyroid cancer:Ulcerative colitis
IL3	Cancer
IL6	"Hemorrhagic fevers, Viral":Abortion:Adenoma:Adrenal gland tumor:Alimentary system disease:Alopecia:Alzheimer's disease:Amnionitis:Anemia:Anorexia nervosa:Arteriopathy:Autoimmune disease:Barrett's esophagus:Basal cell carcinoma:Bone metastases:Brain tumor:Breast cancer:Bronchiolitis obliterans:Brucellosis:Cardiovascular disease:Cerebral palsy:Cervical cancer:Chronic obstructive airway disease:Cushing syndrome:Dental plaque:Dermatitis:Down syndrome:Embryoma:Endometrial cancer:Endometriosis:Enteritis:Esophagitis:Generalized anxiety disorder:Glomerulonephritis:HTLV-I infection:Hamman-Rich syndrome:Heart disease:Henoch-Schoenlein purpura:Hepatitis C:Hypercholesterolemia:Hyperglycemia:IGA glomerulonephritis:Infertility:Intracranial aneurysm:Keratoconjunctivitis Sicca:Kidney failure:Larynx cancer:Leukemia:Leukoencephalopathy:Liver disease:Lung cancer:Lupus vulgaris:Lyme disease:Malnutrition:Metabolism disease:Migraine:Nasopharyngeal cancer:Neuroendocrine tumor:Obesity:Obsessive-compulsive disorder:Ovarian cancer:Pituitary tumor:Polycystic ovary syndrome:Prostate cancer:Renal Cell cancer:Renal tubular acidosis:Respiratory distress syndrome:Septicemia:Severe acute respiratory syndrome:Subacute sclerosing panencephalitis:Sudden infant death syndrome:Systemic infection:Thalassemia:Thrombocytopenia:Thrombocytosis:Tropical spastic paraparesis:Ulcerative colitis:Uterine fibroids:Yersinia infection
DAZ1	"Infertility, Male":Azoospermia:Infertility:Oligospermia:Prostate cancer
DAZ2	Infertility
UPF1	Ataxia telangiectasia:Stomach cancer
IL5	Asthma:Bronchial hyperreactivity:Dermatitis:Eosinophilia:Helminthiasis:Protozoan infection:Pulmonary fibrosis:Sinusitis:Ulcerative colitis:Virus disease
IL8	"Mycobacterium infection, Atypical":"Stress disorder, post-traumatic":Adenovirus infection:Alimentary system disease:Alzheimer's disease:Asthma:Atherosclerosis:Autoimmune disease:Bacterial vaginosis:Basal cell carcinoma:Behcet syndrome:Bladder cancer:Brain tumor:Breast cancer:Bronchiolitis obliterans:Cerebral palsy:Chorioretinitis:Chronic obstructive airway disease:Cushing syndrome:Cystic fibrosis:Dental plaque:Depression:Eating disorder:Embryoma:Endometriosis:Enteritis:Fibromyalgia:Glycogen storage disease:HIV infection:Helicobacter infection:Hepatitis C:Hodgkin's disease:Hypercholesterolemia:Hyperglycemia:Infectious lung disease:Inflammation of the central nervous system:Ischemia:Kaposi sarcoma:Kidney disease:Larynx cancer:Leukemia:Lung cancer:Melanoma:Metastasis to lymph nodes:Multiple sclerosis:Multiple system atrophy:Myelofibrosis:Myeloid metaplasia:Nasopharyngeal cancer:Obesity:Oral cancer:Osteosarcoma:Otitis media:Ovary cancer:Parkinson disease:Peptic esophagitis:Polyarthritis:Prostate cancer:Respiratory distress syndrome:Rheumatoid arthritis:Shigella infection:Sinusitis:Stomach disease:Thalassemia:Thrombocytopenia:Tuberculosis:Ulcerative colitis
IL7	Atherosclerosis:Common variable immunodeficiency:Hemolytic-Uremic syndrome:Immunologic deficiency syndrome:Leukemia:Lymphopenia:Ovarian cancer:Polyarthritis:Pulmonary fibrosis:Rheumatoid arthritis
CS	Pancreas cancer
IL9	Asthma:Immunologic deficiency syndrome:Reticulosarcoma:Tuberculosis
NTNG1	Bipolar disorder:Encephalopathies:Epilepsy:Ischemia:Rett syndrome:Schizophrenia
LMNA	Charcot-Marie-Tooth disease:Cockayne syndrome:Colon cancer:Heart disease:Hereditary disease:Infertility:Lipodystrophy:Metabolism disease:Muscular atrophy:Muscular dystrophies:Neuropathy:Virus disease
KIAA1967	Breast cancer
ETF1	Drug abuse
NIACR1	Schizophrenia
MTTP	Atherosclerosis:Diabetes mellitus:Encephalopathies:Hypercholesterolemia:Liver cancer:Liver tumor:Obesity
ACSM3	Hypertension:IGA glomerulonephritis:Obesity
PTP4A3	Cancer
KCMF1	Ewings sarcoma:Stomach cancer
HNRNPUL1	Adenovirus infection
SFPQ	Kidney cancer
AOX1	Cancer
MC4R	Abortion:Bulimia:Embryoma:Hyperinsulinism:Infantile spasms:Malnutrition:Obesity:Polycystic ovary syndrome
WNT7A	Cancer:Congenital abnormality:Endometriosis
CD302	Hodgkin's disease
PRSS21	Testicular dysfunction
IL2	"Stress disorder, post-traumatic":Alimentary system disease:Behcet syndrome:Celiac disease:Cerebrovascular disorder:Embryoma:Filariasis:Hepatitis C:Infection:Leukemia:Lung cancer:Lupus erythematosus:Lymphopenia:Melanoma:Multiple sclerosis:Prostate cancer:Renal Cell cancer:Rheumatoid arthritis:Schizophrenia:Systemic scleroderma:Wiskott-Aldrich syndrome
LMO1	Leukemia
LMO2	Leukemia
PRC1	Breast cancer
LMO3	Attention deficit hyperactivity disorder:Eating disorder:Neuroblastoma:Obesity
DBF4	Melanoma
IDE	Brain disease:Diabetes mellitus:Infection
CXCL11	"Pleural effusion, Malignant":Atherosclerosis:Chronic obstructive airway disease:HIV infection:Hepatitis C:Lyme disease:Lymphoma
CXCL12	Arthritis:Atherosclerosis:Behcet syndrome:Cancer:Diabetes mellitus:HIV infection:Immunologic deficiency syndrome:Leukoencephalopathy:Lupus erythematosus:Multiple sclerosis:Oral cancer:Polyarthritis:Pulmonary fibrosis:Rheumatoid arthritis:Wiskott-Aldrich syndrome
CHDS3	Pervasive development disorder
FDFT1	Prostate cancer
CXCL10	Asthma:Atherosclerosis:Autoimmune disease:Chronic obstructive airway disease:Chronic rejection of renal transplant:Hepatitis C:Hypothyroidism:Infection:Liver disease:Pancreatitis:Pre-Eclampsia:Primary biliary cirrhosis:Prostate cancer:Systemic infection:Thyroid gland disease:Ulcerative colitis:Uterine cancer
AZGP1	Lung cancer:Obesity:Prostate cancer
GHITM	Neoplasm metastasis
IDS	CNS metastases:Central nervous system disease
PVALB	Epilepsy:Multiple sclerosis:Parkinson disease:Schizophrenia
SND1	Colon cancer
RALB	Cancer
RALA	Cancer
TUBG1	Cancer
MTUS1	Cancer:Embryoma
MB	Mitochondrial disease
PNPLA2	Hyperinsulinism:Ichthyoses:Lipoidosis:Myopathy:Obesity
PNPLA6	Spinal cord disease
VAMP3	Bipolar disorder:Cystic fibrosis
PDCD6IP	Infantile spasms
STMN1	Alzheimer's disease:Down syndrome:Epstein-Barr virus infection:Lung cancer:Malignant glioma:Multiple sclerosis:Neoplasm metastasis:Squamous cell cancer:Yersinia infection
FGD1	Mental retardation
ORAOV1	Oral cancer:Squamous cell cancer
ABCA2	Alzheimer's disease:Neurilemmoma
ABCA1	Alzheimer's disease:Atherosclerosis:Cancer:Cardiovascular disease:Diabetes mellitus:Hypercholesterolemia:Kidney failure:Obesity:Polyneuropathy:Yersinia infection
MAPKAPK2	Alzheimer's disease:Breast cancer:Infiltrating cancer:Prostate cancer
ABCA4	Congenital abnormality:Eye disease:Intestinal disease:Retinal disease:Retinitis pigmentosa
MEIS1	Behavior disease:Leukemia
ABCA3	Congenital abnormality:Leukemia:Lung disease
TTC4	Melanoma
PALB2	Breast cancer:Embryoma:Fanconi's anemia:Primary tumor:Prostate cancer
GABRP	Breast cancer
MUC1	Abortion:Alimentary system disease:Bacterial infection:Cancer:Cystic fibrosis:Eosinophilia:Hamman-Rich syndrome:Thalassemia
MUC2	Alimentary system disease:Barrett's esophagus:Cancer:Connective tissue disease:Kidney disease
S100P	Cancer:Pancreas cancer
MUC7	Tooth disease
MUC8	Endometrial cancer:Sinusitis
FURIN	Breast cancer:Cardiovascular disease:Cystic fibrosis:Larynx cancer:Malignant glioma:Neoplasm metastasis:Ovary cancer:Rabies:Vitiligo
MUC6	Cancer:Metaplastic polyp
ABCB5	Melanoma
MUC4	Alimentary system disease:Cancer:Otitis media
CXCL17	Cancer
S100B	Anorexia nervosa:Behavior disease:Bipolar disorder:Brain disease:Celiac disease:Demyelinating disease:Down syndrome:Growth retardation:Infection:Intraocular melanoma:Ischemia:Lupus erythematosus:Meningioma:Neoplasm metastasis:Psychotic disorder:Respiratory tract disease:Skin cancer:Spinal cord disease
CXCL14	Cancer
DSG3	Abortion:Metastasis to lymph nodes
CXCL13	Arthritis:Behcet syndrome:HIV infection:Lymphoproliferative disorder:Myasthenia Gravis:Mycosis fungoides:Polyarthritis:Rheumatoid arthritis:Sicca syndrome:Ulcerative colitis:Vasculitis
CXCL16	Atherosclerosis:Bacterial infection:Cholangitis:Enteritis:Heart valve disease:Hepatitis:Neurilemmoma:Pancreas cancer:Prostate cancer:Renal Cell cancer:Rheumatoid arthritis
C1ORF38	Ovarian cancer
NDUFAF4	Mitochondrial encephalomyopathies
HP	Breast cancer:Celiac disease:Diabetes mellitus:Endometriosis:Hypertension:Lung cancer:Macular degeneration:Malaria:Metastatic cancer to brain:Parkinson disease:Proteinuria:Tuberculosis
SPRY2	Liver cancer:Melanoma:Prostate cancer
KIF2C	"Infertility, Male":Colon cancer:Metastasis to lymph nodes:Stomach cancer
IAPP	Amyloidosis:Cancer:Congenital abnormality:Diabetes mellitus:Eating disorder:Herpes:Hypertension:Metabolism disease:Pancreas disease:Rabies
KIF2A	Schizophrenia
KIF14	Cancer
IL18RAP	Asthma:Celiac disease:Ulcerative colitis
KIF11	Cancer:Diabetes mellitus
DHRS9	Epstein-Barr virus infection
IFI16	Autoimmune disease:Cervical cancer:Infection:Prostate cancer
MIR16-1	Leukemia:Stomach cancer
REXO1L1	Hepatitis C:Infection
DHRS3	Thyroid cancer
DHRS4	Cervical cancer:Common cold:Squamous cell cancer
TXNRD2	Liver cancer:Rheumatoid arthritis
TXNRD1	Adenoma:Rheumatoid arthritis
RAGE	Cancer
RAG1	Communicable disease:Immunologic deficiency syndrome:Leukemia
CLCNKA	Conduct disorder:Deafness:Hyperaldosteronism:Hypertension
CLCNKB	Deafness:Hyperaldosteronism:Hypertension
RAG2	Communicable disease:Immunologic deficiency syndrome:Leukemia
SNIP	Breast cancer
HRH1	Atopic rhinitis:Colon cancer:Infertility:Parkinson disease:Schizophrenia
HRH3	Obesity:Pancreas cancer
HRH2	Atopic rhinitis:Colon cancer:Infertility:Melanoma
HRH4	Arthritis:Colon cancer:Diabetes mellitus:Pancreas cancer:Rheumatoid arthritis
NFATC4	Breast cancer
NFATC2	Aplastic anemia:Breast cancer:Colon cancer:Leukoencephalopathy:Lymphoma
GPNMB	Cancer:Polyarthritis
NFATC1	Breast cancer:Colon cancer:Pancreas cancer:Rheumatoid arthritis:Ulcerative colitis
KLK8	Cervical cancer:Neoplasm metastasis:Ovarian cancer
TNFSF4	Asthma:Atherosclerosis:Influenza
NOX5	Esophagus cancer:Granulomatous disease:Heart failure:Rheumatoid arthritis
KLK2	Breast cancer:Prostate cancer
KL	Arthritis:Aseptic necrosis of bone:Atherosclerosis:Diabetes mellitus:Kidney failure:Spondylarthropathies:Stroke
KLK3	Adrenal gland hyperfunction:Cancer:Peptic ulcer:Polycystic ovary syndrome:Prostate cancer
KLK4	Breast cancer:Dental enamel hypoplasia:Prostate cancer
NOX1	Adenoma:Atherosclerosis:Colon cancer:Diabetes mellitus:Granulomatous disease:Hereditary disease:Hypertension:Immunologic deficiency syndrome:Prostate cancer
DBC1	Brain tumor:Cancer
RAF1	"Skin disease, Genetic":Alzheimer's disease:Cancer:Herpes:Osteomyelitis:Vitamin D deficiency
KLK1	Colon cancer:Congenital abnormality:Glomerulonephritis:Hypertension:Kidney failure
TNFSF8	Dermatitis:Graves' disease:Hypertension:Leukemia
CYBA	Asthma:Atherosclerosis:Cardiovascular disease:Cerebrovascular disorder:Diabetes mellitus:Granulomatous disease:HIV infection:Hypercholesterolemia:Hyperglycemia:IGA glomerulonephritis:Kidney disease:Leukemia:Polyarthritis:Porcine reproductive and respiratory syndrome:Retinal disease
CYBB	Alzheimer's disease:Granulomatous disease:Leukemia:Malaria
ID2	Cancer:Rett syndrome
ID1	Cancer:Rett syndrome
GDF11	Colon cancer:Embryoma
ID4	Cancer:Rett syndrome
ID3	Carcinoma:Rett syndrome:Stomach cancer
GDF15	Cancer:Depression:Rheumatoid arthritis:Thalassemia
CYP3A7	Polycystic ovary syndrome
CHIA	Asthma
AURKB	Cancer
TPD52	Cancer
DSPP	Hereditary disease:Prostate cancer
MYD88	Gram-Negative bacterial infection:Ovarian cancer:Rheumatism
TEX28	Retinal disease
PI16	Prostate cancer
MATN3	Polyarthritis
RAN	Neoplasm metastasis:Renal Cell cancer
TACSTD2	Cancer:Corneal disease
SCGB1D2	Breast cancer:Pituitary tumor
PRDM5	Gastrointestinal cancer:Infection
NPTN	Schizophrenia
TUBA4A	Breast cancer:Cancer
PRDM1	Bacterial infection:Congenital abnormality:Lymphoma
DBN1	Alzheimer's disease:Neurodegenerative disorder
CHGB	Hypertension:Psychotic disorder
CHKA	Breast cancer:Colon cancer:Spinal dysraphism
MAP3K7IP1	Breast cancer
OLFM4	Colon cancer:Stomach cancer
IFI30	Melanoma
BDKRB1	Adenoma:Asthma:Atopic rhinitis:Heart failure:Multiple sclerosis:Peptic ulcer:Stomach cancer
BDKRB2	Alzheimer's disease:Asthma:Hypertension:Kidney disease:Obesity:Peptic ulcer:Stomach cancer
EPHB4	Cancer
EPHB1	Neoplasm metastasis:Stomach cancer
EPHB2	Cancer:Congenital abnormality
EPHB6	Melanoma:Neoplasm metastasis
PDILT	Testicular dysfunction
HIP1	Colon cancer
ASPSCR1	Sarcoma
KLF5	Bladder cancer:Breast cancer:Colon cancer:Diabetes mellitus:Embryoma:Macular degeneration:Prostate cancer:Schizophrenia
KLF8	Breast cancer:Embryoma:Mental retardation:Ovarian cancer
KLF9	Colon cancer
UTS2D	Atherosclerosis:Gestational diabetes:Hypertension:Liver disease
CELSR1	Schizophrenia
HS1BP3	Movement disorder:Parkinson disease
AGER	Autoimmune disease:Breast cancer:Cardiovascular disease:Chondrosarcoma:Colon cancer:Diabetes mellitus:Glucose intolerance:Hamman-Rich syndrome:Infiltrating cancer:Lung cancer:Melanoma:Neoplasm metastasis:Neuropathy:Pancreas cancer:Prostate cancer:Rhabdomyosarcoma:Squamous cell cancer:Stomach cancer:Vascular dementia:Vasculitis
EPHA1	Cervical cancer:Ovarian cancer
EPHA2	Cancer:Drug abuse
EPHA3	Lung cancer
EPHA5	Ovarian cancer
EPHA4	Adenocarcinoma:Mycosis fungoides
EPHA7	Solid tumor:Stomach cancer
IFI27	Bronchiolitis:Cervical cancer
ETS1	Asthma:Cancer
ETS2	Bladder cancer:Breast cancer:Choriocarcinoma:Esophagus cancer
RIT1	Liver cancer
KLF2	Atherosclerosis:Cystic fibrosis:Diabetes mellitus:Yersinia infection
GHSR	Cancer:Eating disorder:Obesity:Testicular tumor
GNB2L1	Alzheimer's disease:Cystic fibrosis:Down syndrome:Embryoma:Melanoma
NCOR1	Breast cancer
NCOR2	Breast cancer:Prostate cancer
KLF4	Alimentary system disease:Breast cancer:Gastrointestinal cancer:Gastrointestinal tumor
KCNJ15	Down syndrome
FERMT2	Fibroid tumor
CDCP1	Colon cancer:Lung cancer:Neoplasm metastasis:Prostate cancer
KCNJ10	Diabetes mellitus
KCNJ12	Glycogen storage disease:Overnutrition
KCNJ11	Atherosclerosis:Diabetes mellitus:Hyperglycemia:Hyperinsulinism:Infantile spasms:Late pregnancy:Metabolism disease:Pancreas disease:Polycystic ovary syndrome
KCNIP4	Renal Cell cancer
HSPH1	Cancer
SLC24A3	Rheumatoid arthritis
TUBB3	Cancer
AGPAT2	Cancer:Ovarian cancer
ICAM1	"Hemorrhagic fevers, Viral":"Labor, Premature":"Pemphigoid, Bullous":Alopecia:Alzheimer's disease:Asthma:Atherosclerosis:Atopic rhinitis:Behcet syndrome:Biliary Atresia:Bladder cancer:Brain tumor:Breast cancer:Bronchiolitis:Celiac disease:Chronic obstructive airway disease:Colon cancer:Cystic fibrosis:Dental plaque:Diabetes mellitus:Endometriosis:Enteritis:Glucose intolerance:Graves' disease:HIV infection:Heart disease:Herpes:Hodgkin's disease:Hyperinsulinism:Inflammation of the central nervous system:Influenza:Intraocular melanoma:Kaposi sarcoma:Kidney failure:Leukemia:Liver cancer:Lung cancer:Lupus erythematosus:Macular degeneration:Malaria:Melanoma:Migraine:Multiple sclerosis:Multiple system atrophy:Neoplasm metastasis:Nervous system disease:Obesity:Osteoporosis:Pertussis:Pre-Eclampsia:Primary biliary cirrhosis:Prostate cancer:Pseudoxanthoma elasticum:Rheumatic fever:Rheumatoid arthritis:Schistosoma mansonii infection:Schizophrenia:Sicca syndrome:Spinal cord disease:Stomach cancer:Stroke:Systemic infection:Thromboangiitis obliterans:Thyroiditis:Tuberculosis:Tuberous sclerosis:Ulcerative colitis:Urinary tract infection:Vasculitis:Yersinia infection
RBBP4	Cancer:Tuberous sclerosis
ICAM4	Sickle cell disease
PRG4	Arthritis
ICAM5	Breast cancer
ICAM2	"Hemorrhagic fevers, Viral":Kidney disease:Yersinia infection
ICAM3	Amyloidosis:Cervical cancer:Kidney failure:Mycosis fungoides:Rheumatoid arthritis:Severe acute respiratory syndrome
MBD4	Cancer
MBD2	Breast cancer:Kaposi sarcoma:Liver cancer
RBBP7	Breast cancer
MBD1	Autistic disorder:Rett syndrome
RBBP8	Breast cancer:Virus disease
AMIGO2	Parkinson disease
EFHC2	"Myoclonic epilepsy, Juvenile":Autistic disorder
BLMH	Alzheimer's disease:Neurodegenerative disorder
RAB11FIP3	Coronavirus infection
CYP27A1	Atherosclerosis:Cancer:Skin disease
RIN1	Cancer
MTAP	Cancer
PLA2G5	Liver disease:Virus disease
CHL1	Angiomyolipoma:Schizophrenia
VTNR	Drug abuse:Prostate cancer:Rheumatoid arthritis
RAP1GAP	Embryoma:Immunologic deficiency syndrome:Pancreas cancer
FKBP1B	Heart failure
CYP27B1	Autoimmune disease:Breast cancer:Diabetes mellitus:Endometrium cancer:Lung cancer:Osteoporosis:Prostate cancer:Seminoma
KLC1	Alzheimer's disease:Multiple sclerosis
BCL2	Alzheimer's disease:Asthma:Autistic disorder:Autoimmune disease:Brain ischemia:Cancer:Celiac disease:Congenital abnormality:Dental plaque:Drug abuse:Eating disorder:Epstein-Barr virus infection:Esotropia:Eye cancer:Glaucoma:Graves' disease:HIV infection:Herpes:Ischemia:Keratosis:Lichen planus:Lupus erythematosus:Rheumatoid arthritis:Schistosomiasis:Stroke:Thyroid gland disease:Tuberculosis
APBA3	Alzheimer's disease
APBA2	Schizophrenia
MLLT1	Leukemia
ETV1	Breast cancer:Prostate cancer
BCL3	Hodgkin's disease:Lymphoma
BCL6	Cancer:Lymphoproliferative disorder:Otitis media:Stomach disease
ETV6	Bone marrow disease:Cancer:Eosinophilia:Leukemia:Lymphoma:Primary biliary cirrhosis
ETV5	Breast cancer:Endometrium cancer:Prostate cancer
APBA1	Alzheimer's disease
MLLT4	Breast cancer
ETV4	Cancer
MLLT3	Immunologic deficiency syndrome:Leukemia
SI	Diabetes mellitus
HSPG2	Alzheimer's disease:Atherosclerosis:Disseminated cancer:Gingival overgrowth:Hyperglycemia:Muscular dystrophy:Myotonic disorder:Prostate cancer
BIRC7	Cancer:Testicular dysfunction
BIRC5	Adenovirus infection:Arthritis:Cancer:Congenital abnormality:Corneal disease:Endometriosis:Eosinophilia:Epstein-Barr virus infection:HIV infection:Infertility:Leukoencephalopathy:Parasitic disease:Rheumatoid arthritis:Testicular dysfunction
SOD1	Adenovirus infection:Amyloidosis:Amyotrophic lateral sclerosis:Asthma:Atherosclerosis:Breast cancer:Diabetes mellitus:Down syndrome:Hypercholesterolemia:Hyperglycemia:Ischemia:Keratoconjunctivitis Sicca:Liver cancer:Lung cancer:Lupus erythematosus:Muscular atrophy:Myopathy:Neuroblastoma:Pancreatitis:Pre-Eclampsia:Prostate cancer:Rheumatoid arthritis:Schizophrenia:Squamous cell cancer:Stomach disease:Systemic scleroderma
BIRC3	Cancer:Eosinophilia:Multiple sclerosis:Ulcerative colitis
BIRC2	Cancer:Multiple sclerosis:Schizophrenia
SOD3	Atherosclerosis:Chronic obstructive airway disease:Corneal disease:Diabetes mellitus:Hamman-Rich syndrome:Heart failure:Hyperglycemia:Hypertension:Keratoconus:Prostate cancer
SOD2	Alzheimer's disease:Ankylosing spondylitis:Arthritis:Asthma:Barrett's esophagus:Behcet syndrome:Cancer:Chronic obstructive airway disease:Cirrhosis:Drug-Induced dyskinesia:Glaucoma:HIV infection:Kuhnt-Junius degeneration:Lupus erythematosus:Pancreas disease:Pre-Eclampsia:Psychotic disorder:Schizophrenia:Skin cancer:Systemic infection
CHML	Asthma
CHN1	Duane retraction syndrome
YWHAQ	Gram-Negative bacterial infection:Lung cancer:Prion disease
CHN2	Breast cancer
APBB2	Alzheimer's disease
APBB1	Polymyositis
KIF20A	Charcot-Marie-Tooth disease:Pancreas cancer
OCLM	Glaucoma
TSPO	Cancer:Hypertension:Panic disorder
SNCAIP	Neurodegenerative disorder:Parkinson disease
SLC22A18	Breast cancer:Cancer
ALDH1L1	Cancer
PLXNA1	Breast cancer:Stomach cancer
PLXNA2	Schizophrenia
SLC22A11	Hyperuricemia:Osteoporosis
GHRHR	Acromegaly:Cancer:Congenital abnormality
GATA1	Aplastic anemia:Bone marrow disease:Down syndrome:Hematopoietic system disease:Hereditary disease:Leukemia:Lymphoma:Myeloproliferative disease:Thrombocytopenia
GATA2	Aplastic anemia:Atherosclerosis:Rheumatoid arthritis
GATA6	Cancer:Polycystic ovary syndrome
ROBO1	Cancer
GATA3	Aplastic anemia:Asthma:Atopic rhinitis:Autoimmune disease:Breast cancer:Cervical cancer:Deafness:Dermatitis:Lupus erythematosus:Lymphoma:Pancreas cancer:Stomach cancer
